word,lemma,headword,part_of_speech,word_family_id,canonical_headword,family_role,forms,derived_forms,compound_forms,categories,register,meaning_en_simple,semantic_notes,related_words,opposites,common_collocations,raw_count_total,document_frequency_total,source_diversity,source_tables,form_counts,core_score,confidence,needs_human_review,review_reason
time-lost,time-lost,time-lost,,time-lost,time-lost,compound,time-lost,,time-lost,death_undead_crypt,,a creature or object that has been lost in time,,lost;forgotten;abandoned,found;discovered;rediscovered,,6,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,time-lost:6,32.9459,0.9,False,
storm-eater,storm-eater,storm-eater,,storm-eater,storm-eater,compound,storm-eater,,storm-eater,death_undead_crypt,,"Storm-Eater, death and undead",,razzageth;vault,,,3,3,3,BroadcastText;JournalEncounter;JournalEncounterSection,storm-eater:3,32.3863,1.0,False,
ji-kun,ji-kun,ji-kun,,ji-kun,ji-kun,compound,ji-kun,,ji-kun,death_undead_crypt,,"Ji-Kun, death and undead",,flesh-shapers;decay,,,27,23,2,JournalEncounter;JournalEncounterSection,ji-kun:27,32.3322,1.0,False,
yan-zhu,yan-zhu,yan-zhu,,yan-zhu,yan-zhu,compound,yan-zhu,,yan-zhu,death_undead_crypt,,"Yan-Zhu, death and undead",,uncasked;family brewery,,,14,13,2,JournalEncounter;JournalEncounterSection,yan-zhu:14,31.7081,1.0,False,
nerub-ar,nerub-ar,nerub-ar,,nerub-ar,nerub-ar,compound,nerub-ar,,nerub-ar,death_undead_crypt,,"Nerub-ar, death and undead",,Anub'arash;Thousand Scars,,,9,9,2,ItemSparse;JournalEncounter,nerub-ar:9,31.3026,1.0,False,
brood,brood,brood,,dragon,dragon,related_concept,brood,,,dragons_draconic,,a group of young dragons or a place where they live,,clutch;flight;wyrm,void;abyssal;eldritch,,55,51,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,brood:55,92.0254,0.7,True,low_confidence
clutch,clutch,clutch,,dragon,dragon,related_concept,clutch,,,dragons_draconic,,a group of young dragons or a place where they live,,brood;flight;wyrm,void;abyssal;eldritch,,16,16,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,clutch:16,90.8332,0.7,True,low_confidence
wyrm,wyrm,wyrm,,dragon,dragon,related_concept,wyrm,,,dragons_draconic,,"a large or powerful dragon, often used to describe a fearsome creature",,brood;clutch;flight,void;abyssal;eldritch,,22,22,3,ItemSparse;JournalEncounter;JournalEncounterSection,wyrm:22,89.1355,0.7,True,low_confidence
draconic,draconic,draconic,,dragon,dragon,related_concept,draconic,,,dragons_draconic,,relating to dragons or dragon-like creatures,,wyrm;drake,,,99,99,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,draconic:99,62.6052,0.7,True,low_confidence
drake,drake,drake,,dragon,dragon,related_concept,drake,,,dragons_draconic,,a young dragon,,wyrm;whelp;brood,,,70,69,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,drake:70,42.2627,1.0,False,
talon,talon,talon,,talon,talon,base,talon,,,dragons_draconic,,"a sharp, hooked claw or grasping appendage",,wyrm;whelp,,,47,43,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,talon:47,41.8712,1.0,False,
whelp,whelp,whelp,,dragon,dragon,related_concept,whelp,,,dragons_draconic,,"a young dragon or other reptile, typically one that is still in its early stages of development",,cub;pup;kit,,,29,25,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,whelp:29,41.4012,1.0,False,
tiger,tiger,tiger,,tiger,tiger,base,tiger,,,dragons_draconic,,"a large, carnivorous mammal with orange and black stripes, especially one that is native to Asia",,lion;leopard;cheetah,domesticated;tame;docile,,20,20,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,tiger:20,41.0445,0.8,False,
scaled,scal,scaled,,scal,scal,inflected_form,scaled,,,dragons_draconic,,"covered in scales, like a dragon's skin",,scales;dragon;skin,smooth;hairless,,5,5,2,ItemSparse;JournalEncounter,scaled:5,35.7918,0.8,False,
proto-drake,proto-drake,proto-drake,,proto-drake,proto-drake,compound,proto-drake,,proto-drake,dragons_draconic,,a young or immature dragon,,drake;wyrm;whelp,mature;full-grown,,20,20,3,ItemSparse;JournalEncounter;JournalEncounterSection,proto-drake:20,34.0445,0.9,False,
proto-dragon,proto-dragon,proto-dragon,,proto-dragon,proto-dragon,compound,proto-dragon,,proto-dragon,dragons_draconic,,a young or immature dragon,,drake;wyrm;whelp,mature;full-grown,,11,10,3,ItemSparse;JournalEncounter;JournalEncounterSection,proto-dragon:11,33.4849,0.9,False,
proto-drakes,proto-drake,proto-drakes,,proto-drake,proto-drake,compound,proto-drakes,,proto-drakes,dragons_draconic,,young or primitive dragons,,drake;wyrm;whelp,mature;fully-grown;adult,,5,5,3,ItemSparse;JournalEncounter;JournalEncounterSection,proto-drakes:5,32.7918,0.9,False,
multi-headed,multi-head,multi-headed,,multi-head,multi-head,compound,multi-headed,,multi-headed,dragons_draconic,,"having, consisting of multiple heads or parts",,multiple;many-headed,single;one-headed,,2,2,2,JournalEncounter;JournalEncounterSection,multi-headed:2,30.0986,0.7,True,low_confidence
mega-mecha,mega-mecha,mega-mecha,,mega-mecha,mega-mecha,compound,mega-mecha,,mega-mecha,dragons_draconic,,"a large, mechanical creature or robot",,mecha;robot;machine,small;organic,,7,7,1,ItemSparse,mega-mecha:7,29.0794,0.9,False,
mount-in-training,mount-in-train,mount-in-training,,mount-in-train,mount-in-train,compound,mount-in-training,,mount-in-training,dragons_draconic,,a creature or animal that is being trained to be a mount,,mount;creature;animal,fully-trained;experienced,,6,6,1,ItemSparse,mount-in-training:6,28.9459,0.7,True,low_confidence
wind-reaver,wind-reaver,wind-reaver,,wind-reaver,wind-reaver,compound,wind-reaver,,wind-reaver,dragons_draconic,,a being or entity that controls the wind,,wind;being;entity,calm;peaceful,,6,6,1,JournalEncounterSection,wind-reaver:6,28.9459,0.7,True,low_confidence
phase-hunter,phase-hunter,phase-hunter,,phase-hunter,phase-hunter,compound,phase-hunter,,phase-hunter,dragons_draconic,,a creature that hunts in different phases,,hunter;phases,,,5,5,1,JournalEncounterSection,phase-hunter:5,28.7918,0.8,False,
tempest,tempest,tempest,,tempest,tempest,base,tempest,,,elements_primalists,,"a violent storm or disturbance, especially in the air or water",,storm;disturbance;turmoil,calm;peaceful,,82,72,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,tempest:82,44.4188,0.6,True,low_confidence
molten,molten,molten,,molten,molten,base,molten,,,elements_primalists,,"melted or changed from a solid to a liquid state, often in a way that is hot or fiery",,melted;liquid;hot,solid;cold,,264,211,4,ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,molten:264,43.5797,0.0,True,low_confidence
ember,ember,ember,,ember,ember,base,ember,,,elements_primalists,,a glowing or smoldering piece of coal or wood,,glowing;smoldering;coal,extinguished;dead,,87,83,4,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounterSection,ember:87,42.4773,0.1,True,low_confidence
scorched,scorch,scorched,,scorch,scorch,inflected_form,scorched,,,elements_primalists,,burned or charred by fire,,ember;smoldering,,,47,44,4,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounterSection,scorched:47,41.8712,1.0,False,
tidal,tidal,tidal,,tidal,tidal,base,tidal,,,elements_primalists,,relating to or caused by the rise and fall of the sea level due to the gravitational pull of the moon,,oceanic;marine;coastal,,,38,36,4,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounterSection,tidal:38,41.6636,1.0,False,
charred,charr,charred,,charr,charr,inflected_form,charred,,,elements_primalists,,"burned or scorched, typically by fire",,blackened;scorched;smoldering,,,33,29,4,ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,charred:33,41.5264,1.0,False,
thundering,thunder,thundering,,thunder,thunder,inflected_form,thundering,,,elements_primalists,,"making a loud, rumbling noise, especially one that is caused by thunder or the sound of something heavy falling",,loud;noisy;booming,quiet;silent;still,,21,19,4,ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,thundering:21,41.091,0.7,True,low_confidence
gale,gale,gale,,gale,gale,base,gale,,,elements_primalists,,"a strong wind, often in a way that is considered violent or destructive",,storm;hurricane;typhoon,calm;still;peaceful,,45,44,3,ItemSparse;JournalEncounter;JournalEncounterSection,gale:45,39.8286,0.9,False,
briny,briny,briny,,briny,briny,base,briny,,,elements_primalists,,"having a salty taste or smell, like the sea",,salty;sea-salt;oceanic,,,13,13,3,ItemSparse;JournalEncounter;JournalEncounterSection,briny:13,38.6391,1.0,False,
glacial,glacial,glacial,,glacial,glacial,base,glacial,,,elements_primalists,,relating to or resembling glaciers,,frosty;icy;cold,,,37,37,2,ItemSparse;JournalEncounterSection,glacial:37,37.6376,1.0,False,
stormforged,stormforg,stormforged,,stormforg,stormforg,inflected_form,stormforged,,,elements_primalists,,made or strengthened by the power of storms,,powerful;strong;resilient,,,15,15,2,ItemSparse;JournalEncounterSection,stormforged:15,36.7726,1.0,False,
multi-sided,multi-sid,multi-sided,,multi-sid,multi-sid,compound,multi-sided,,multi-sided,elements_primalists,,having multiple sides or aspects,,complex;multifaceted;nuanced,one-sided;simple;straightforward,,12,10,1,JournalEncounterSection,multi-sided:12,29.5649,0.8,False,
dread,dread,dread,,dread,dread,base,dread,,,emotion_morality,,a feeling of fear or apprehension,,fear;apprehension,,,115,102,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,dread:115,44.7536,0.9,False,
hope,hope,hope,,hope,hope,base,hope,,,emotion_morality,,"a feeling or expectation of a positive outcome, often in a way that is optimistic or encouraging",,feeling;expectation;optimistic,despair;hopeless,,191,184,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,hope:191,43.2575,0.6,True,low_confidence
sorrow,sorrow,sorrow,,sorrow,sorrow,base,sorrow,,,emotion_morality,,"a feeling of sadness or regret, often in a way that is intense or overwhelming",,sadness;regret;intense,happiness;joy,,23,23,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,sorrow:23,43.1781,0.5,True,low_confidence
fear,fear,fear,,fear,fear,base,fear,,,emotion_morality,,a feeling of anxiety or apprehension,,dread;anxiety;apprehension,courage;bravery,,176,165,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,fear:176,43.1761,0.9,False,
despair,despair,despair,,despair,despair,base,despair,,,emotion_morality,,a feeling of hopelessness or desperation,,grief;sorrow,,,65,52,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,despair:65,42.1897,1.0,False,
loyal,loyal,loyal,,loyal,loyal,base,loyal,,,emotion_morality,,"faithful or devoted to a person, cause, or organization",,noble;wicked,,,58,58,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,loyal:58,42.0775,1.0,False,
courage,courage,courage,,courage,courage,base,courage,,,emotion_morality,,the quality of being brave or strong in the face of danger,,fear;dread,,,56,53,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,courage:56,42.0431,1.0,False,
cruel,cruel,cruel,,cruel,cruel,base,cruel,,,emotion_morality,,"having or showing a lack of kindness, sympathy, or compassion",,harsh;severe;brutal,,,36,36,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,cruel:36,41.6109,1.0,False,
mercy,mercy,mercy,,mercy,mercy,base,mercy,,,emotion_morality,,kindness or compassion shown to someone who is suffering or in need,,pity;sympathy;compassion,,,33,33,4,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter,mercy:33,41.5264,1.0,False,
wicked,wick,wicked,,wick,wick,inflected_form,wicked,,,emotion_morality,,having or showing a strong desire to do something bad or wrong,,evil;malevolent;malicious,,,32,31,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,wicked:32,41.4965,1.0,False,
virtue,virtue,virtue,,virtue,virtue,base,virtue,,,emotion_morality,,"a good quality or behavior that is considered morally right, especially one that is admired or respected",,good;moral;righteous,vice;sin;evil,,16,14,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,virtue:16,40.8332,0.8,False,
grief,grief,grief,,grief,grief,base,grief,,,emotion_morality,,"a feeling of sadness or sorrow, especially one that is caused by the loss of someone or something important",,sadness;sorrow;mourning,happiness;joy;celebration,,15,15,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,grief:15,40.7726,0.7,True,low_confidence
redeemed,redeem,redeemed,,redeem,redeem,inflected_form,redeemed,,,emotion_morality,,"made or become better, especially after being bad or wrong",,saved;rescued;forgiven,,,14,14,3,BroadcastText;ItemSparse;JournalEncounterSection,redeemed:14,38.7081,1.0,False,
atonement,atonement,atonement,,atonement,atonement,base,atonement,,,emotion_morality,,the act of making amends or paying for a wrong or sin,,penance;reparation;amends,,,10,9,3,ItemSparse;JournalEncounter;JournalEncounterSection,atonement:10,38.3979,1.0,False,
devout,devout,devout,,devout,devout,base,devout,,,emotion_morality,,showing a strong and sincere devotion to a religion or cause,,pious;dedicated;zealous,,,10,10,3,ItemSparse;JournalEncounter;JournalEncounterSection,devout:10,38.3979,1.0,False,
mournful,mournful,mournful,,mournful,mournful,base,mournful,,,emotion_morality,,"showing or expressing sadness or sorrow, especially because of a loss or death",,sorrowful;gloomy;melancholy,,,7,7,3,BroadcastText;JournalEncounter;JournalEncounterSection,mournful:7,38.0794,1.0,False,
innocent,innocent,innocent,,innocent,innocent,base,innocent,,,emotion_morality,,free from guilt or blame,,guiltless;blameless;faultless,,,5,5,3,BroadcastText;ItemSparse;JournalEncounter,innocent:5,37.7918,1.0,False,
penitent,penitent,penitent,,penitent,penitent,base,penitent,,,emotion_morality,,feeling or expressing regret or remorse for something done wrong,,regret;remorse;wrong,proud;unrepentant,,3,3,2,ItemNameDescription;JournalEncounterSection,penitent:3,35.3863,0.8,False,
mourn,mourn,mourn,,mourn,mourn,base,mourn,,,emotion_morality,,"to feel or express sadness, often in response to loss",,grief;sorrow;bereavement,celebrate;rejoice,,4,4,1,BroadcastText,mourn:4,33.6094,0.9,False,
awe-inspiring,awe-inspir,awe-inspiring,,awe-inspir,awe-inspir,compound,awe-inspiring,,awe-inspiring,emotion_morality,,causing a feeling of wonder or amazement,,inspiring;impressive;remarkable,unimpressive;uninspiring;underwhelming,,8,8,3,BroadcastText;ItemSparse;JournalEncounter,awe-inspiring:8,33.1972,0.8,False,
self-preservation,self-preservation,self-preservation,,self-preservation,self-preservation,compound,self-preservation,,self-preservation,emotion_morality,,"preservation, protection of oneself or one's own interests",,preservation;protection,self-sacrifice;altruism,,2,2,2,BroadcastText;ItemSparse,self-preservation:2,30.0986,0.8,False,
mind-numbing,mind-numb,mind-numbing,,mind-numb,mind-numb,compound,mind-numbing,,mind-numbing,emotion_morality,,causing mental numbness,,numb;mental,,,5,5,1,JournalEncounterSection,mind-numbing:5,28.7918,0.9,False,
cross-eye,cross-eye,cross-eye,,cross-eye,cross-eye,compound,cross-eye,,cross-eye,emotion_morality,,a condition where one eye is crossed or misaligned,,eye;misaligned,,,4,4,1,JournalEncounterSection,cross-eye:4,28.6094,0.9,False,
mother,mother,mother,,mother,mother,base,mother,,,family_relationships,,a female parent or a person who is like a mother to someone,,parent;female;caregiver,father;male,,86,85,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,mother:86,44.4659,0.8,False,
children,children,children,,children,children,base,children,,,family_relationships,,"young people, especially those who are not yet grown up",,young;youthful;juvenile,adult;mature,,73,69,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,children:73,42.3041,0.1,True,low_confidence
son,son,son,,son,son,base,son,,,family_relationships,,a male child or descendant,,child;father,,,53,51,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,son:53,41.989,1.0,False,
child,child,child,,child,child,base,child,,,family_relationships,,"a young person, especially one who is not yet an adult",,son;daughter,,,46,46,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,child:46,41.8501,1.0,False,
kin,kin,kin,,kin,kin,base,kin,,,family_relationships,,"a group of people related by blood or marriage, typically including parents, children, and siblings",,family;relatives;ancestors,,,36,34,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,kin:36,41.6109,1.0,False,
beloved,belov,beloved,,belov,belov,inflected_form,beloved,,,family_relationships,,"loved or cherished, typically by a person or group",,dear;cherished;adored,,,27,27,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,beloved:27,41.3322,1.0,False,
daughter,daughter,daughter,,daughter,daughter,base,daughter,,,family_relationships,,"a female child or a woman who is the child of someone, especially a man",,child;girl;woman,son;boy;man,,20,20,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,daughter:20,41.0445,0.9,False,
father,father,father,,father,father,base,father,,,family_relationships,,a male parent or ancestor,,parent;ancestor;male,mother;female;non-parent,,88,86,3,BroadcastText;ItemSparse;JournalEncounter,father:88,40.4886,0.8,False,
widow,widow,widow,,widow,widow,base,widow,,,family_relationships,,"a woman whose husband has died, often in a way that is considered tragic or unfortunate",,widower;bereaved;grieving,married;alive;thriving,,7,7,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,widow:7,40.0794,0.9,False,
husband,husband,husband,,husband,husband,base,husband,,,family_relationships,,"a man who is married to a woman, especially in a formal or legal sense",,spouse;partner;mate,,,8,8,3,BroadcastText;ItemSparse;JournalEncounter,husband:8,38.1972,1.0,False,
wife,wife,wife,,wife,wife,base,wife,,,family_relationships,,a woman who is married to a man,,married;woman;husband,single;unattached,,6,6,2,BroadcastText;JournalEncounter,wife:6,35.9459,0.8,False,
bloodline,bloodline,bloodline,,bloodline,bloodline,base,bloodline,,,family_relationships,,"a line of descent or ancestry, often used to describe a noble or aristocratic family",,descent;ancestry;noble,common;ordinary,,2,2,2,BroadcastText;JournalEncounter,bloodline:2,35.0986,0.9,False,
lineage,lineage,lineage,,lineage,lineage,base,lineage,,,family_relationships,,"a line of descent or ancestry, often used to describe a noble or aristocratic family",,descent;ancestry;noble,common;ordinary,,2,2,2,BroadcastText;JournalEncounterSection,lineage:2,35.0986,0.8,False,
descendant,descendant,descendant,,descendant,descendant,base,descendant,,,family_relationships,,a person or thing that comes from a previous generation,,heir;inheritor;successor,ancestor;predecessor;forebear,,2,2,1,JournalEncounter,descendant:2,33.0986,0.8,False,
married,marry,married,,marry,marry,inflected_form,married,,,family_relationships,,joined in a union of husband and wife,,wedded;spoused;united,single;unmarried;celibate,,1,1,1,ItemSparse,married:1,32.6931,0.9,False,
spouse,spouse,spouse,,spouse,spouse,base,spouse,,,family_relationships,,a person's partner in marriage or a similar relationship,,husband;wife;partner,single;unmarried;celibate,,1,1,1,JournalEncounterSection,spouse:1,32.6931,0.8,False,
like-minded,like-mind,like-minded,,like-mind,like-mind,compound,like-minded,,like-minded,family_relationships,,"Like-minded individuals, family and relationships",,sethrak;opponents,,,3,3,3,BroadcastText;ItemSparse;JournalEncounter,like-minded:3,32.3863,1.0,False,
one-armed,one-arm,one-armed,,one-arm,one-arm,compound,one-armed,,one-armed,family_relationships,,"One-Armed Bandit, family and relationships",,slot machine;Gallywix's casino,,,10,6,2,JournalEncounter;JournalEncounterSection,one-armed:10,31.3979,1.0,False,
kin-tara,kin-tara,kin-tara,,kin-tara,kin-tara,compound,kin-tara,,kin-tara,family_relationships,,"Kin-Tara, family and relationships",,kyrian aspirants;Forsworn,,,9,7,2,JournalEncounter;JournalEncounterSection,kin-tara:9,31.3026,1.0,False,
ook-ook,ook-ook,ook-ook,,ook-ook,ook-ook,compound,ook-ook,,ook-ook,family_relationships,,"Ook-Ook, family and relationships",,hozen;raucous,,,7,6,2,JournalEncounter;JournalEncounterSection,ook-ook:7,31.0794,1.0,False,
well-known,well-known,well-known,,well-known,well-known,compound,well-known,,well-known,family_relationships,,widely recognized or famous,,know;famous;recognize,,,5,5,2,ItemSparse;JournalEncounter,well-known:5,30.7918,0.9,False,
ana-mouz,ana-mouz,ana-mouz,,ana-mouz,ana-mouz,compound,ana-mouz,,ana-mouz,family_relationships,,"a person or character, possibly a reference to a specific individual",,person;character;reference,,,3,3,2,JournalEncounter;JournalEncounterSection,ana-mouz:3,30.3863,0.7,True,low_confidence
face-to-face,face-to-face,face-to-face,,face-to-face,face-to-face,compound,face-to-face,,face-to-face,family_relationships,,"in person, directly facing or interacting with someone",,person;directly;interact,,,3,3,2,BroadcastText;JournalEncounterSection,face-to-face:3,30.3863,0.9,False,
nexus-princess,nexus-princess,nexus-princess,,nexus-princess,nexus-princess,compound,nexus-princess,,nexus-princess,family_relationships,,"a person or character, possibly a reference to a specific individual",,person;character;reference,,,3,3,2,ItemSparse;JournalEncounter,nexus-princess:3,30.3863,0.7,True,low_confidence
once-proud,once-proud,once-proud,,once-proud,once-proud,compound,once-proud,,once-proud,family_relationships,,"something or someone that was once proud, but is no longer so",,proud;no longer;past,,,3,3,2,BroadcastText;JournalEncounter,once-proud:3,30.3863,0.9,False,
three-person,three-person,three-person,,three-person,three-person,compound,three-person,,three-person,family_relationships,,involving or consisting of three people,,trio;group;team,single;individual;private,,9,9,1,ItemSparse,three-person:9,29.3026,0.8,False,
forged,forg,forged,,forg,forg,inflected_form,forged,,,forge_weapons_armor,,having been made or created through a process of heating and shaping metal,,made;created;manufactured,natural;unprocessed,,136,136,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,forged:136,42.92,0.1,True,low_confidence
gilded,gild,gilded,,gild,gild,inflected_form,gilded,,,forge_weapons_armor,,"covered or decorated with a thin layer of gold, especially in a way that is considered luxurious or expensive",,golden;ornate;adorned,plain;simple;unadorned,,22,22,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,gilded:22,41.1355,0.7,True,low_confidence
honed,hon,honed,,hon,hon,inflected_form,honed,,,forge_weapons_armor,,made sharp or more effective through practice or experience,,sharpened;refined;polished,dull;blunt;unrefined,,11,11,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,honed:11,40.4849,0.8,False,
reinforced,reinforc,reinforced,,reinforc,reinforc,inflected_form,reinforced,,,forge_weapons_armor,,"made stronger or more secure through the addition of something, often in a way that is considered protective or defensive",,strengthened;fortified;secured,weakened;unreinforced;vulnerable,,39,38,3,ItemSparse;JournalEncounter;JournalEncounterSection,reinforced:39,39.6889,0.9,False,
fang,fang,fang,,fang,fang,base,fang,,,forge_weapons_armor,,"a sharp, pointed tooth or projection on an animal's jaw",,tooth;projection;sharpness,,,31,29,3,ItemSparse;JournalEncounter;JournalEncounterSection,fang:31,39.4657,1.0,False,
tempered,temper,tempered,,temper,temper,inflected_form,tempered,,,forge_weapons_armor,,made stronger or more resistant by heat treatment,,strengthened;hardened;alloyed,,,23,23,3,BroadcastText;ItemSparse;JournalEncounterSection,tempered:23,39.1781,1.0,False,
shredder,shredder,shredder,,shredder,shredder,base,shredder,,,forge_weapons_armor,,a machine that cuts or tears things into small pieces,,grinder;crusher;masher,,,13,12,3,ItemSparse;JournalEncounter;JournalEncounterSection,shredder:13,38.6391,1.0,False,
engraved,engrav,engraved,,engrav,engrav,inflected_form,engraved,,,forge_weapons_armor,,"cut or carved into a surface, especially in a decorative way",,inscribed;carved;etched,,,63,63,2,ItemNameDescription;ItemSparse,engraved:63,38.1589,1.0,False,
jagged,jagg,jagged,,jagg,jagg,inflected_form,jagged,,,forge_weapons_armor,,having a rough or irregular edge,,rough;irregular;uneven,,,50,50,2,ItemSparse;JournalEncounterSection,jagged:50,37.9318,1.0,False,
serrated,serrate,serrated,,serrate,serrate,inflected_form,serrated,,,forge_weapons_armor,,having a saw-like edge or surface,,saw-like;edge;surface,,,14,13,2,ItemSparse;JournalEncounterSection,serrated:14,36.7081,1.0,False,
etched,etch,etched,,etch,etch,inflected_form,etched,,,forge_weapons_armor,,marked or inscribed with a design or pattern,,marked;inscribed;engraved,,,90,90,1,ItemSparse,etched:90,36.5109,1.0,False,
alloy,alloy,alloy,,alloy,alloy,base,alloy,,,forge_weapons_armor,,a mixture of metals,,metal;mixture;blend,pure;single,,10,10,2,ItemSparse;JournalEncounterSection,alloy:10,36.3979,0.9,False,
fuse,fuse,fuse,,fuse,fuse,base,fuse,,,forge_weapons_armor,,a device that ignites a fire or explosion,,ignite;explode;detonate,douse;extinguish,,8,8,2,ItemSparse;JournalEncounterSection,fuse:8,36.1972,0.8,False,
inlaid,inlaid,inlaid,,inlaid,inlaid,base,inlaid,,,forge_weapons_armor,,decorated with a pattern or design,,engraved;etched;ornate,plain;unadorned,,10,10,1,ItemSparse,inlaid:10,34.3979,0.7,True,low_confidence
ingot,ingot,ingot,,ingot,ingot,base,ingot,,,forge_weapons_armor,,"a bar or block of metal, often used for crafting",,metal;ore;alloy,raw;unprocessed,,5,5,1,ItemSparse,ingot:5,33.7918,0.9,False,
studded,studd,studded,,studd,studd,inflected_form,studded,,,forge_weapons_armor,,having or covered with studs,,decorated;adorned;embellished,plain;unadorned;undecorated,,3,3,1,ItemSparse,studded:3,33.3863,0.9,False,
razor-sharp,razor-sharp,razor-sharp,,razor-sharp,razor-sharp,compound,razor-sharp,,razor-sharp,forge_weapons_armor,,"Razor-sharp, forge and weapons",,arokoa spear;metal,,,9,9,2,ItemSparse;JournalEncounter,razor-sharp:9,31.3026,1.0,False,
two-handed,two-hand,two-handed,,two-hand,two-hand,compound,two-handed,,two-handed,forge_weapons_armor,,"Two-Handed, forge and weapons",,weapon;enchantment,,,7,7,2,ItemSparse;JournalEncounterSection,two-handed:7,31.0794,1.0,False,
well-worn,well-worn,well-worn,,well-worn,well-worn,compound,well-worn,,well-worn,forge_weapons_armor,,"worn or used many times, often to the point of being worn out",,wear;use;worn,,,35,35,1,ItemSparse,well-worn:35,30.5835,0.9,False,
gem-encrusted,gem-encrust,gem-encrusted,,gem-encrust,gem-encrust,compound,gem-encrusted,,gem-encrusted,forge_weapons_armor,,"adorned, decorated with gems or precious stones",,encrusted;adorned,plain;unadorned,,2,2,2,ItemSparse;JournalEncounter,gem-encrusted:2,30.0986,0.8,False,
well-armed,well-arm,well-armed,,well-arm,well-arm,compound,well-armed,,well-armed,forge_weapons_armor,,having a lot of weapons or armor,,equipped;prepared;defended,unarmed;defenseless;vulnerable,,2,2,2,ItemSparse;JournalEncounter,well-armed:2,30.0986,0.7,True,low_confidence
multi-shot,multi-shot,multi-shot,,multi-shot,multi-shot,compound,multi-shot,,multi-shot,forge_weapons_armor,,capable of firing or releasing multiple shots,,repeating;automatic;bursting,single-shot;manual;sequential,,9,9,1,JournalEncounterSection,multi-shot:9,29.3026,0.8,False,
large-barreled,large-barrel,large-barreled,,large-barrel,large-barrel,compound,large-barreled,,large-barreled,forge_weapons_armor,,having a large barrel or container,,barrel;container;weapon,small;compact,,6,6,1,ItemSparse,large-barreled:6,28.9459,0.8,False,
magma-thrower,magma-thrower,magma-thrower,,magma-thrower,magma-thrower,compound,magma-thrower,,magma-thrower,forge_weapons_armor,,a device or tool that throws magma,,magma;device;tool,cold;frozen,,6,6,1,JournalEncounterSection,magma-thrower:6,28.9459,0.8,False,
buzz-saw,buzz-saw,buzz-saw,,buzz-saw,buzz-saw,compound,buzz-saw,,buzz-saw,forge_weapons_armor,,a tool or device that makes a buzzing sound while cutting,,saw;tool;device,silent;quiet,,5,3,1,JournalEncounterSection,buzz-saw:5,28.7918,0.7,True,low_confidence
leather-bound,leather-bound,leather-bound,,leather-bound,leather-bound,compound,leather-bound,,leather-bound,forge_weapons_armor,,bound with leather,,leather;bound,,,5,5,1,ItemSparse,leather-bound:5,28.7918,0.9,False,
pocket-sized,pocket-siz,pocket-sized,,pocket-siz,pocket-siz,compound,pocket-sized,,pocket-sized,forge_weapons_armor,,small enough to fit in a pocket,,pocket;size,,,5,5,1,ItemSparse,pocket-sized:5,28.7918,0.9,False,
