word,lemma,headword,part_of_speech,word_family_id,canonical_headword,family_role,forms,derived_forms,compound_forms,categories,register,meaning_en_simple,semantic_notes,related_words,opposites,common_collocations,raw_count_total,document_frequency_total,source_diversity,source_tables,form_counts,core_score,confidence,needs_human_review,review_reason
fel-pocked,fel-pock,fel-pocked,,fel-pock,fel-pock,compound,fel-pocked,,fel-pocked,corruption_defilement_curse,,pockmarked or scarred with fel corruption,,pockmarked;scarred;blemished,smooth;unblemished;untainted,,1,1,1,ItemSparse,fel-pocked:1,27.6931,0.9,False,
fel-saturated,fel-saturate,fel-saturated,,fel-saturate,fel-saturate,compound,fel-saturated,,fel-saturated,corruption_defilement_curse,,saturated or infused with fel energy or power,,saturated;infused;imbued,drained;exhausted;depleted,,1,1,1,ItemSparse,fel-saturated:1,27.6931,0.8,False,
fire-esophagus,fire-esophagu,fire-esophagus,,fire-esophagu,fire-esophagu,compound,fire-esophagus,,fire-esophagus,corruption_defilement_curse,,a part of the digestive system related to fire,,,,,1,1,1,ItemSparse,fire-esophagus:1,27.6931,0.8,False,
flesh-eating,flesh-eat,flesh-eating,,flesh-eat,flesh-eat,compound,flesh-eating,,flesh-eating,corruption_defilement_curse,,eating or consuming flesh,,,,,1,1,1,JournalEncounter,flesh-eating:1,27.6931,0.8,False,
flesh-warping,flesh-warp,flesh-warping,,flesh-warp,flesh-warp,compound,flesh-warping,,flesh-warping,corruption_defilement_curse,,causing or resulting in the warping of flesh,,,,,1,1,1,BroadcastText,flesh-warping:1,27.6931,0.8,False,
foul-tasting,foul-tast,foul-tasting,,foul-tast,foul-tast,compound,foul-tasting,,foul-tasting,corruption_defilement_curse,,having a bad taste,,mushroom;bad,,,1,1,1,ItemSparse,foul-tasting:1,27.6931,0.7,True,low_confidence
gag-worthy,gag-worthy,gag-worthy,,gag-worthy,gag-worthy,compound,gag-worthy,,gag-worthy,corruption_defilement_curse,,so bad or unpleasant that it makes you want to gag,,bad;unpleasant,,,1,1,1,ItemSparse,gag-worthy:1,27.6931,0.8,False,
hang-ogre,hang-ogre,hang-ogre,,hang-ogre,hang-ogre,compound,hang-ogre,,hang-ogre,corruption_defilement_curse,,"to be affected by or influenced by an ogre's presence, often in a negative way",,,,,1,1,1,ItemSparse,hang-ogre:1,27.6931,0.6,True,low_confidence
hard-to-reach,hard-to-reach,hard-to-reach,,hard-to-reach,hard-to-reach,compound,hard-to-reach,,hard-to-reach,corruption_defilement_curse,,"difficult to access or reach, often due to physical or environmental obstacles",,,,,1,1,1,ItemSparse,hard-to-reach:1,27.6931,0.6,True,low_confidence
hastily-crafted,hastily-craft,hastily-crafted,,hastily-craft,hastily-craft,compound,hastily-crafted,,hastily-crafted,corruption_defilement_curse,,"created or made in a hurry, often with little attention to detail or quality",,,,,1,1,1,ItemSparse,hastily-crafted:1,27.6931,0.6,True,low_confidence
he--he,he--he,he--he,,he--he,he--he,compound,he--he,,he--he,corruption_defilement_curse,,"an expression of sadness or regret, often used to convey a sense of loss or longing",,,,,1,1,1,BroadcastText,he--he:1,27.6931,0.6,True,low_confidence
head-first,head-first,head-first,,head-first,head-first,compound,head-first,,head-first,corruption_defilement_curse,,"in a headlong or reckless manner, often without caution or consideration",,,,,1,1,1,JournalEncounterSection,head-first:1,27.6931,0.6,True,low_confidence
head-mounted,head-mount,head-mounted,,head-mount,head-mount,compound,head-mounted,,head-mounted,corruption_defilement_curse,,"mounted or attached to the head, often in a way that is functional or practical",,,,,1,1,1,ItemSparse,head-mounted:1,27.6931,0.6,True,low_confidence
heart-stopping,heart-stopp,heart-stopping,,heart-stopp,heart-stopp,compound,heart-stopping,,heart-stopping,corruption_defilement_curse,,"causing a sudden or intense feeling of fear, shock, or surprise, often in a way that is dramatic or attention-grabbing",,,,,1,1,1,JournalEncounterSection,heart-stopping:1,27.6931,0.6,True,low_confidence
heavily-armored,heavily-armor,heavily-armored,,heavily-armor,heavily-armor,compound,heavily-armored,,heavily-armored,corruption_defilement_curse,,"wearing or equipped with heavy armor, often in a way that is protective or defensive",,,,,1,1,1,JournalEncounterSection,heavily-armored:1,27.6931,0.6,True,low_confidence
heavily-salted,heavily-salt,heavily-salted,,heavily-salt,heavily-salt,compound,heavily-salted,,heavily-salted,corruption_defilement_curse,,"containing or seasoned with a large amount of salt, often in a way that is savory or flavorful",,,,,1,1,1,ItemSparse,heavily-salted:1,27.6931,0.6,True,low_confidence
heavy-bore,heavy-bore,heavy-bore,,heavy-bore,heavy-bore,compound,heavy-bore,,heavy-bore,corruption_defilement_curse,,"having a large or heavy diameter, often in relation to a pipe or tube",,,,,1,1,1,ItemSparse,heavy-bore:1,27.6931,0.6,True,low_confidence
heavy-duty,heavy-duty,heavy-duty,,heavy-duty,heavy-duty,compound,heavy-duty,,heavy-duty,corruption_defilement_curse,,"designed or intended for heavy use or application, often in a way that is robust or durable",,,,,1,1,1,ItemSparse,heavy-duty:1,27.6931,0.6,True,low_confidence
heee-he,heee-he,heee-he,,heee-he,heee-he,compound,heee-he,,heee-he,corruption_defilement_curse,,a sound of laughter or mocking,,,,,1,1,1,ItemSparse,heee-he:1,27.6931,0.5,True,low_confidence
its--corruption,its--corruption,its--corruption,,its--corruption,its--corruption,compound,its--corruption,,its--corruption,corruption_defilement_curse,,referring to the corruption of something or someone,,,,,1,1,1,BroadcastText,its--corruption:1,27.6931,1.0,False,
ken-ken,ken-ken,ken-ken,,ken-ken,ken-ken,compound,ken-ken,,ken-ken,corruption_defilement_curse,,a cursed or evil thing,,cursed;evil;defiled,blessed;holy,,1,1,1,ItemSparse,ken-ken:1,27.6931,0.8,False,
light-infested,light-infest,light-infested,,light-infest,light-infest,compound,light-infested,,light-infested,corruption_defilement_curse,,infected with light,,tainted;corrupted;defiled,,,1,1,1,JournalEncounter,light-infested:1,27.6931,0.8,False,
mana-wraiths,mana-wraith,mana-wraiths,,mana-wraith,mana-wraith,compound,mana-wraiths,,mana-wraiths,corruption_defilement_curse,,ghostly beings that use or consume mana,,undead;malevolent;evil,benign;harmless,,1,1,1,JournalEncounterSection,mana-wraiths:1,27.6931,0.9,False,
mana-wyrms,mana-wyrm,mana-wyrms,,mana-wyrm,mana-wyrm,compound,mana-wyrms,,mana-wyrms,corruption_defilement_curse,,"large, serpent-like creatures that use or consume mana",,undead;malevolent;evil,benign;harmless,,1,1,1,ItemSparse,mana-wyrms:1,27.6931,0.8,False,
mank-dookin,mank-dookin,mank-dookin,,mank-dookin,mank-dookin,compound,mank-dookin,,mank-dookin,corruption_defilement_curse,,a type of corruption or defilement,,defiled;desecrated;tainted,holy;sacred,,1,1,1,ItemSparse,mank-dookin:1,27.6931,0.8,False,
maw-touched,maw-touch,maw-touched,,maw-touch,maw-touch,compound,maw-touched,,maw-touched,corruption_defilement_curse,,tainted by the Maw,,,,,1,1,1,ItemNameDescription,maw-touched:1,27.6931,1.0,False,
mess-terious,mess-teriou,mess-terious,,mess-teriou,mess-teriou,compound,mess-terious,,mess-terious,corruption_defilement_curse,,tainted by chaos or disorder,,,,,1,1,1,ItemSparse,mess-terious:1,27.6931,1.0,False,
nigh-unbearable,nigh-unbearable,nigh-unbearable,,nigh-unbearable,nigh-unbearable,compound,nigh-unbearable,,nigh-unbearable,corruption_defilement_curse,,almost unbearable,,unbearable;family;words,,,1,1,1,ItemSparse,nigh-unbearable:1,27.6931,0.9,False,
non-fully,non-fully,non-fully,,non-fully,non-fully,compound,non-fully,,non-fully,corruption_defilement_curse,,not fully,,fully;family;words,,,1,1,1,JournalEncounterSection,non-fully:1,27.6931,0.4,True,low_confidence
non-functional,non-functional,non-functional,,non-functional,non-functional,compound,non-functional,,non-functional,corruption_defilement_curse,,not functional,,functional;family;words,,,1,1,1,ItemSparse,non-functional:1,27.6931,0.3,True,low_confidence
non-mutated,non-mutate,non-mutated,,non-mutate,non-mutate,compound,non-mutated,,non-mutated,corruption_defilement_curse,,not mutated,,mutated;family;words,,,1,1,1,JournalEncounterSection,non-mutated:1,27.6931,0.6,True,low_confidence
poison-cleansing,poison-cleans,poison-cleansing,,poison-cleans,poison-cleans,compound,poison-cleansing,,poison-cleansing,corruption_defilement_curse,,removing or neutralizing poison,,purification;antidote;detoxification,poisonous;toxic;harmful,,1,1,1,JournalEncounterSection,poison-cleansing:1,27.6931,0.9,False,
re-folded,re-fold,re-folded,,re-fold,re-fold,compound,re-folded,,re-folded,corruption_defilement_curse,,"folded multiple times, often in a way that is difficult to read or understand",,fold;crease;wrinkle,unfolded;smooth,,1,1,1,ItemSparse,re-folded:1,27.6931,0.7,True,low_confidence
re-labeled,re-label,re-labeled,,re-label,re-label,compound,re-labeled,,re-labeled,corruption_defilement_curse,,"given a new label or name, often in a way that is misleading or deceitful",,label;name;identify,unlabeled;unknown,,1,1,1,ItemSparse,re-labeled:1,27.6931,0.6,True,low_confidence
re-purposed,re-purpos,re-purposed,,re-purpos,re-purpos,compound,re-purposed,,re-purposed,corruption_defilement_curse,,"given a new purpose or use, often in a way that is unexpected or unconventional",,purpose;use;function,original;intended,,1,1,1,ItemSparse,re-purposed:1,27.6931,0.8,False,
re-synchronized,re-synchroniz,re-synchronized,,re-synchroniz,re-synchroniz,compound,re-synchronized,,re-synchronized,corruption_defilement_curse,,"made to be in sync or harmony again, often after a period of discord or conflict",,sync;harmony;discord,desynchronized;out of sync,,1,1,1,ItemSparse,re-synchronized:1,27.6931,0.7,True,low_confidence
red-tinged,red-ting,red-tinged,,red-ting,red-ting,compound,red-tinged,,red-tinged,corruption_defilement_curse,,"having a reddish or pinkish color, often due to the presence of certain pigments or dyes",,color;hue;pigment,colorless;white,,1,1,1,JournalEncounter,red-tinged:1,27.6931,0.7,True,low_confidence
result-maloriak-is,result-maloriak-i,result-maloriak-is,,result-maloriak-i,result-maloriak-i,compound,result-maloriak-is,,result-maloriak-is,corruption_defilement_curse,,"the outcome or consequence of something, often in a way that is unexpected or surprising",,result;outcome;consequence,cause;effect,,1,1,1,JournalEncounter,result-maloriak-is:1,27.6931,0.5,True,low_confidence
rock-eating,rock-eat,rock-eating,,rock-eat,rock-eat,compound,rock-eating,,rock-eating,corruption_defilement_curse,,"the act of consuming or devouring rocks, possibly a curse or corruption",,eat;consume,,,1,1,1,JournalEncounter,rock-eating:1,27.6931,0.5,True,low_confidence
scurvy-slurpin,scurvy-slurpin,scurvy-slurpin,,scurvy-slurpin,scurvy-slurpin,compound,scurvy-slurpin,,scurvy-slurpin,corruption_defilement_curse,,a derogatory term for sea creatures,,scourge;plague;affliction,blessing;boon;benefit,,1,1,1,BroadcastText,scurvy-slurpin:1,27.6931,0.8,False,
self-chilling,self-chill,self-chilling,,self-chill,self-chill,compound,self-chilling,,self-chilling,corruption_defilement_curse,,making something cold or chilly,,cold;chilly;frosty,warm;hot;scorching,,1,1,1,ItemSparse,self-chilling:1,27.6931,0.8,False,
self-destructs,self-destruct,self-destructs,,self-destruct,self-destruct,compound,self-destructs,,self-destructs,corruption_defilement_curse,,destroying itself or causing its own destruction,,explode;implode;demolish,survive;endure;persist,,1,1,1,ItemSparse,self-destructs:1,27.6931,0.9,False,
self-entrapment,self-entrapment,self-entrapment,,self-entrapment,self-entrapment,compound,self-entrapment,,self-entrapment,corruption_defilement_curse,,trapping oneself or getting caught in one's own trap,,trap;snare;enclosure,escape;flee;avoid,,1,1,1,ItemSparse,self-entrapment:1,27.6931,0.7,True,low_confidence
sh-she,sh-she,sh-she,,sh-she,sh-she,compound,sh-she,,sh-she,corruption_defilement_curse,,a type of corruption or defilement,,defiled;tainted;cursed,holy;sacred,,1,1,1,BroadcastText,sh-she:1,27.6931,0.8,False,
shado-master,shado-master,shado-master,,shado-master,shado-master,compound,shado-master,,shado-master,corruption_defilement_curse,,a master of shadows or darkness,,shadow;darkness;evil,light;good,,1,1,1,ItemSparse,shado-master:1,27.6931,0.9,False,
shadow-enemies,shadow-enemy,shadow-enemies,,shadow-enemy,shadow-enemy,compound,shadow-enemies,,shadow-enemies,corruption_defilement_curse,,enemies that exist in the shadows or darkness,,enemy;foe;adversary,ally;friend,,1,1,1,ItemSparse,shadow-enemies:1,27.6931,0.8,False,
shadow-woven,shadow-woven,shadow-woven,,shadow-woven,shadow-woven,compound,shadow-woven,,shadow-woven,corruption_defilement_curse,,something that is woven or created in the shadows or darkness,,weave;create;craft,light;good,,1,1,1,ItemSparse,shadow-woven:1,27.6931,0.7,True,low_confidence
shadowflame-tempered,shadowflame-temper,shadowflame-tempered,,shadowflame-temper,shadowflame-temper,compound,shadowflame-tempered,,shadowflame-tempered,corruption_defilement_curse,,something that is tempered or strengthened by shadow or darkness,,temper;strengthen;fortify,weaken;debilitate,,1,1,1,ItemSparse,shadowflame-tempered:1,27.6931,0.8,False,
shadowlands--are,shadowlands--are,shadowlands--are,,shadowlands--are,shadowlands--are,compound,shadowlands--are,,shadowlands--are,corruption_defilement_curse,,a place or realm of shadows or darkness,,land;realm;domain,light;good,,1,1,1,BroadcastText,shadowlands--are:1,27.6931,0.9,False,
shale-headed,shale-head,shale-headed,,shale-head,shale-head,compound,shale-headed,,shale-headed,corruption_defilement_curse,,"having a head or skull made of shale, possibly implying a connection to the earth or stone",,head;skull;stone,light;good,,1,1,1,BroadcastText,shale-headed:1,27.6931,0.6,True,low_confidence
shard--it,shard--it,shard--it,,shard--it,shard--it,compound,shard--it,,shard--it,corruption_defilement_curse,,"a shard or fragment of something, possibly implying a connection to darkness or shadow",,shard;fragment;piece,whole;complete,,1,1,1,BroadcastText,shard--it:1,27.6931,0.7,True,low_confidence
sharp-toothed,sharp-tooth,sharp-toothed,,sharp-tooth,sharp-tooth,compound,sharp-toothed,,sharp-toothed,corruption_defilement_curse,,"having sharp teeth, possibly implying a connection to ferocity or savagery",,tooth;teeth;ferocious,docile;gentle,,1,1,1,ItemSparse,sharp-toothed:1,27.6931,0.8,False,
she-orc,she-orc,she-orc,,she-orc,she-orc,compound,she-orc,,she-orc,corruption_defilement_curse,,"a female orc, possibly implying a connection to darkness or shadow",,orc;female;darkness,light;good,,1,1,1,BroadcastText,she-orc:1,27.6931,0.6,True,low_confidence
shell-like,shell-like,shell-like,,shell-like,shell-like,compound,shell-like,,shell-like,corruption_defilement_curse,,"resembling a shell, possibly implying a connection to the earth or stone",,shell;earth;stone,light;good,,1,1,1,ItemSparse,shell-like:1,27.6931,0.7,True,low_confidence
shell-ter,shell-ter,shell-ter,,shell-ter,shell-ter,compound,shell-ter,,shell-ter,corruption_defilement_curse,,"a place of shelter or refuge, possibly implying a connection to the earth or stone",,shelter;refuge;earth,exposure;vulnerability,,1,1,1,BroadcastText,shell-ter:1,27.6931,0.8,False,
shield--effective,shield--effective,shield--effective,,shield--effective,shield--effective,compound,shield--effective,,shield--effective,corruption_defilement_curse,,"a shield that is effective or useful, possibly implying a connection to protection or defense",,shield;protection;defense,vulnerability;exposure,,1,1,1,JournalEncounter,shield--effective:1,27.6931,0.9,False,
shield--his,shield--hi,shield--his,,shield--hi,shield--hi,compound,shield--his,,shield--his,corruption_defilement_curse,,"a shield that belongs to or is associated with a person, possibly implying a connection to protection or defense",,shield;protection;defense,vulnerability;exposure,,1,1,1,BroadcastText,shield--his:1,27.6931,0.8,False,
shield-arms,shield-arm,shield-arms,,shield-arm,shield-arm,compound,shield-arms,,shield-arms,corruption_defilement_curse,,"a type of shield or defensive equipment, possibly implying a connection to protection or defense",,shield;protection;defense,vulnerability;exposure,,1,1,1,JournalEncounterSection,shield-arms:1,27.6931,0.9,False,
shield-free,shield-free,shield-free,,shield-free,shield-free,compound,shield-free,,shield-free,corruption_defilement_curse,,"lacking or without a shield, possibly implying a connection to vulnerability or exposure",,shield;vulnerability;exposure,protected;defended,,1,1,1,ItemSparse,shield-free:1,27.6931,0.8,False,
short-range,short-range,short-range,,short-range,short-range,compound,short-range,,short-range,corruption_defilement_curse,,"having a short range or scope, possibly implying a connection to limitation or restriction",,range;scope;limitation,long-range;far-reaching,,1,1,1,JournalEncounterSection,short-range:1,27.6931,0.7,True,low_confidence
shoulder-mounted,shoulder-mount,shoulder-mounted,,shoulder-mount,shoulder-mount,compound,shoulder-mounted,,shoulder-mounted,corruption_defilement_curse,,"mounted or attached to the shoulder, possibly implying a connection to protection or defense",,shoulder;protection;defense,exposure;vulnerability,,1,1,1,JournalEncounterSection,shoulder-mounted:1,27.6931,0.8,False,
shred-master,shred-master,shred-master,,shred-master,shred-master,compound,shred-master,,shred-master,corruption_defilement_curse,,"a master of shredding or destruction, possibly implying a connection to chaos or disorder",,master;shredding;destruction,order;structure,,1,1,1,ItemSparse,shred-master:1,27.6931,0.9,False,
single-handedly,single-handedly,single-handedly,,single-handedly,single-handedly,compound,single-handedly,,single-handedly,corruption_defilement_curse,,"acting alone or single-handed, possibly implying a connection to isolation or loneliness",,alone;lonely;isolation,together;united,,1,1,1,JournalEncounter,single-handedly:1,27.6931,0.8,False,
single-minded,single-mind,single-minded,,single-mind,single-mind,compound,single-minded,,single-minded,corruption_defilement_curse,,"having a single or focused mind, possibly implying a connection to determination or resolve",,mind;determination;resolve,divided;confused,,1,1,1,JournalEncounter,single-minded:1,27.6931,0.9,False,
single-stage,single-stage,single-stage,,single-stage,single-stage,compound,single-stage,,single-stage,corruption_defilement_curse,,"having a single or simple stage, possibly implying a connection to simplicity or straightforwardness",,stage;simple;straightforward,complex;complicated,,1,1,1,ItemSparse,single-stage:1,27.6931,0.7,True,low_confidence
skin--just,skin--just,skin--just,,skin--just,skin--just,compound,skin--just,,skin--just,corruption_defilement_curse,,"the skin or outer layer of something, possibly implying a connection to vulnerability or exposure",,skin;vulnerability;exposure,protection;defense,,1,1,1,BroadcastText,skin--just:1,27.6931,0.8,False,
slime-coated,slime-coate,slime-coated,,slime-coate,slime-coate,compound,slime-coated,,slime-coated,corruption_defilement_curse,,"covered or coated in slime, possibly implying a connection to decay or corruption",,slime;decay;corruption,cleanliness;purity,,1,1,1,ItemSparse,slime-coated:1,27.6931,0.9,False,
slime-covered,slime-cover,slime-covered,,slime-cover,slime-cover,compound,slime-covered,,slime-covered,corruption_defilement_curse,,"covered or coated in slime, possibly implying a connection to decay or corruption",,slime;decay;corruption,cleanliness;purity,,1,1,1,ItemSparse,slime-covered:1,27.6931,0.8,False,
smash--out,smash--out,smash--out,,smash--out,smash--out,compound,smash--out,,smash--out,corruption_defilement_curse,,to destroy or damage something completely,,destroy;damage;ruin,preserve;protect;save,,1,1,1,ItemSparse,smash--out:1,27.6931,0.8,False,
soul-absorbent,soul-absorbent,soul-absorbent,,soul-absorbent,soul-absorbent,compound,soul-absorbent,,soul-absorbent,corruption_defilement_curse,,able to absorb or soak up the soul,,absorb;soak;drain,repel;reject;push away,,1,1,1,ItemSparse,soul-absorbent:1,27.6931,0.7,True,low_confidence
soul-eater,soul-eater,soul-eater,,soul-eater,soul-eater,compound,soul-eater,,soul-eater,corruption_defilement_curse,,a creature or being that eats souls,,eat;consume;devour,nourish;feed;sustain,,1,1,1,ItemSparse,soul-eater:1,27.6931,0.8,False,
stain-proof,stain-proof,stain-proof,,stain-proof,stain-proof,compound,stain-proof,,stain-proof,corruption_defilement_curse,,resistant to stains,,,,,1,1,1,ItemSparse,stain-proof:1,27.6931,0.8,False,
still-burning,still-burn,still-burning,,still-burn,still-burn,compound,still-burning,,still-burning,corruption_defilement_curse,,continuing to burn or smolder,,,,,1,1,1,ItemSparse,still-burning:1,27.6931,0.8,False,
still-flashing,still-flash,still-flashing,,still-flash,still-flash,compound,still-flashing,,still-flashing,corruption_defilement_curse,,continuing to flash or glow,,,,,1,1,1,ItemSparse,still-flashing:1,27.6931,0.8,False,
still-smoldering,still-smolder,still-smoldering,,still-smolder,still-smolder,compound,still-smoldering,,still-smoldering,corruption_defilement_curse,,continuing to smolder or burn slowly,,,,,1,1,1,ItemSparse,still-smoldering:1,27.6931,0.8,False,
still-struggling,still-struggl,still-struggling,,still-struggl,still-struggl,compound,still-struggling,,still-struggling,corruption_defilement_curse,,continuing to struggle or fight,,,,,1,1,1,ItemSparse,still-struggling:1,27.6931,0.8,False,
still-wiggling,still-wiggl,still-wiggling,,still-wiggl,still-wiggl,compound,still-wiggling,,still-wiggling,corruption_defilement_curse,,continuing to wiggle or move,,,,,1,1,1,ItemSparse,still-wiggling:1,27.6931,0.8,False,
tampered-with,tampered-with,tampered-with,,tampered-with,tampered-with,compound,tampered-with,,tampered-with,corruption_defilement_curse,,something that has been altered or changed in a way that is not intended,,tools;camp,,,1,1,1,ItemSparse,tampered-with:1,27.6931,0.8,False,
time-ravaged,time-ravag,time-ravaged,,time-ravag,time-ravag,compound,time-ravaged,,time-ravaged,corruption_defilement_curse,,ruined by time,,weathered;worn,,,1,1,1,JournalEncounter,time-ravaged:1,27.6931,0.8,False,
titan-stained,titan-stain,titan-stained,,titan-stain,titan-stain,compound,titan-stained,,titan-stained,corruption_defilement_curse,,stained or corrupted by a titan's power,,defiled;tainted,,,1,1,1,BroadcastText,titan-stained:1,27.6931,0.9,False,
torn-up,torn-up,torn-up,,torn-up,torn-up,compound,torn-up,,torn-up,corruption_defilement_curse,,completely destroyed or ruined,,destroyed;ruined,,,1,1,1,ItemSparse,torn-up:1,27.6931,0.7,True,low_confidence
ulrok--solidified,ulrok--solidify,ulrok--solidified,,ulrok--solidify,ulrok--solidify,compound,ulrok--solidified,,ulrok--solidified,corruption_defilement_curse,,"made solid or stable, especially through magical means",,solid;stable;magical,unstable;fragile,,1,1,1,JournalEncounter,ulrok--solidified:1,27.6931,0.8,False,
unleashes--and,unleashes--and,unleashes--and,,unleashes--and,unleashes--and,compound,unleashes--and,,unleashes--and,corruption_defilement_curse,,"to release or set free, especially in a violent or destructive manner",,release;set free;violent,restrain;constrain,,1,1,1,BroadcastText,unleashes--and:1,27.6931,0.6,True,low_confidence
unstable-looking,unstable-look,unstable-looking,,unstable-look,unstable-look,compound,unstable-looking,,unstable-looking,corruption_defilement_curse,,"appearing to be unsteady or prone to collapse, especially due to magical instability",,unsteady;prone to collapse;magical instability,stable;secure,,1,1,1,ItemSparse,unstable-looking:1,27.6931,0.8,False,
venom-base,venom-base,venom-base,,venom-base,venom-base,compound,venom-base,,venom-base,corruption_defilement_curse,,"containing or characterized by venom, especially in a poisonous sense",,venom;poisonous;toxic,harmless;non-toxic,,1,1,1,ItemSparse,venom-base:1,27.6931,0.9,False,
venom-steeped,venom-steep,venom-steeped,,venom-steep,venom-steep,compound,venom-steeped,,venom-steeped,corruption_defilement_curse,,"soaked or saturated with venom, especially in a poisonous sense",,soaked;saturated;poisonous,harmless;non-toxic,,1,1,1,ItemSparse,venom-steeped:1,27.6931,0.8,False,
vicious-looking,vicious-look,vicious-looking,,vicious-look,vicious-look,compound,vicious-looking,,vicious-looking,corruption_defilement_curse,,having a cruel or violent appearance,,fierce;ferocious;brutal,gentle;kind;meek,,1,1,1,ItemSparse,vicious-looking:1,27.6931,0.8,False,
viciously-edged,viciously-edg,viciously-edged,,viciously-edg,viciously-edg,compound,viciously-edged,,viciously-edged,corruption_defilement_curse,,"having a sharp or cutting edge, often used to inflict harm",,deadly;lethal;poisonous,dull;blunt;harmless,,1,1,1,ItemSparse,viciously-edged:1,27.6931,0.9,False,
void-corrupted,void-corrupt,void-corrupted,,void-corrupt,void-corrupt,compound,void-corrupted,,void-corrupted,corruption_defilement_curse,,having been corrupted or tainted by the void or emptiness,,tainted;polluted;contaminated,pure;clean;untainted,,1,1,1,ItemSparse,void-corrupted:1,27.6931,0.9,False,
void-infected,void-infect,void-infected,,void-infect,void-infect,compound,void-infected,,void-infected,corruption_defilement_curse,,having been infected or tainted by the void or emptiness,,infected;tainted;polluted,healthy;clean;untainted,,1,1,1,ItemSparse,void-infected:1,27.6931,0.9,False,
void-suffused,void-suffus,void-suffused,,void-suffus,void-suffus,compound,void-suffused,,void-suffused,corruption_defilement_curse,,having been filled or saturated with the void or emptiness,,saturated;filled;overflowing,empty;vacant;desolate,,1,1,1,ItemSparse,void-suffused:1,27.6931,0.8,False,
void-tainted,void-taint,void-tainted,,void-taint,void-taint,compound,void-tainted,,void-tainted,corruption_defilement_curse,,having been tainted or corrupted by the void or emptiness,,tainted;polluted;contaminated,pure;clean;untainted,,1,1,1,JournalEncounter,void-tainted:1,27.6931,0.9,False,
warp-stalker,warp-stalker,warp-stalker,,warp-stalker,warp-stalker,compound,warp-stalker,,warp-stalker,corruption_defilement_curse,,a creature that warps and corrupts others,,defiled;tainted;cursed,holy;blessed,,1,1,1,JournalEncounter,warp-stalker:1,27.6931,0.8,False,
witch-hunter,witch-hunter,witch-hunter,,witch-hunter,witch-hunter,compound,witch-hunter,,witch-hunter,corruption_defilement_curse,,one who hunts witches,,hunter;witch,,,1,1,1,ItemSparse,witch-hunter:1,27.6931,1.0,False,
withshadow-touched,withshadow-touch,withshadow-touched,,withshadow-touch,withshadow-touch,compound,withshadow-touched,,withshadow-touched,corruption_defilement_curse,,touched by shadow,,shadow;touch,,,1,1,1,JournalEncounterSection,withshadow-touched:1,27.6931,1.0,False,
summon,summon,summon,,summon,summon,base,summon,,,corruption_defilement_curse,,to call or bring something into existence,,call;invoke;conjure,,,3353,3353,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,summon:3353,16.1179,0.9,False,
strike,strike,strike,,strike,strike,base,strike,,,corruption_defilement_curse,,to hit or attack something,,hit;attack;assault,,,419,402,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,strike:419,16.0403,0.9,False,
twilight,twilight,twilight,,twilight,twilight,base,twilight,,,corruption_defilement_curse,,the time of day when the sun is below the horizon but not yet fully dark,,day;night;evening,,,350,273,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,twilight:350,15.8608,0.8,False,
summons,summon,summons,,summon,summon,inflected_form,summons,,,corruption_defilement_curse,,a call or invitation to come or appear,,call;invitation;appeal,,,295,290,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,summons:295,15.6904,0.9,False,
creatures,creature,creatures,,creature,creature,inflected_form,creatures,,,corruption_defilement_curse,,"living beings, often with special powers or characteristics",,beings;entities;organisms,,,257,245,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,creatures:257,15.553,0.8,False,
breath,breath,breath,,breath,breath,base,breath,,,corruption_defilement_curse,,air inhaled and exhaled by living things,,shadow;darkness,,,243,222,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,breath:243,15.4972,0.8,False,
rage,rage,rage,,rage,rage,base,rage,,,corruption_defilement_curse,,a strong feeling of anger or hatred,,fury;anger,,,209,184,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,rage:209,15.3471,0.9,False,
fury,fury,fury,,fury,fury,base,fury,,,corruption_defilement_curse,,a strong feeling of anger or hatred,,rage;anger,,,163,156,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,fury:163,15.0999,0.9,False,
swarm,swarm,swarm,,swarm,swarm,base,swarm,,,corruption_defilement_curse,,a large number of insects or animals moving together,,invasion;infestation,,,75,63,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,swarm:75,14.3307,0.8,False,
hunger,hunger,hunger,,hunger,hunger,base,hunger,,,corruption_defilement_curse,,a strong desire to eat or drink,,thirst;appetite;craving,,,63,62,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,hunger:63,14.1589,0.9,False,
inflict,inflict,inflict,,inflict,inflict,base,inflict,,,corruption_defilement_curse,,to cause harm or suffering to someone or something,,harm;injure;torment,,,444,413,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,inflict:444,14.0981,0.8,False,
